,0,1,2,3,4,5,6,7,8
4157,M,0.475,,0.14,0.5135,0.241,0.1045,0.155,8.0
4158,I,,0.355,,0.4495,0.201,0.089,0.14,8.0
4159,F,,0.44,0.135,0.8025,,0.1615,0.259,
4160,,,0.475,0.165,1.053,0.458,,0.3,11.0
4161,,,0.455,0.17,0.9945,,0.263,0.2845,
4162,M,0.385,,0.1,,,,0.092,8.0
4163,I,0.39,0.31,0.085,,,0.0695,0.079,7.0
4164,I,,0.29,,,0.1255,,0.081,7.0
4165,I,0.405,0.3,0.085,,,0.0505,0.088,
4166,I,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10.0
4167,M,0.5,0.38,,0.577,0.269,0.1265,0.1535,9.0
4168,,0.515,0.4,,0.615,,,0.1765,
4169,M,,0.385,0.165,,0.375,0.18,0.1815,10.0
4170,M,0.55,0.43,0.13,0.8395,0.3155,,0.2405,
4171,,,0.43,0.155,0.8675,,0.172,0.229,8.0
4172,F,0.565,0.45,0.165,,0.37,0.239,0.249,11.0
4173,M,,0.44,0.135,0.966,0.439,,0.2605,
4174,M,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9.0
4175,F,0.625,0.485,,1.0945,0.531,0.261,0.296,10.0
4176,M,,0.555,0.195,1.9485,0.9455,0.3765,0.495,12.0
4177,,0.455,0.365,,,0.2245,0.101,0.15,15.0
4178,M,0.35,0.265,,,,0.0485,,7.0
4179,F,0.53,0.42,0.135,,0.2565,0.1415,0.21,9.0
4180,M,0.44,0.365,0.125,0.516,0.2155,0.114,,10.0
4181,I,0.33,0.255,0.08,0.205,0.0895,,0.055,7.0
4182,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8.0
4183,F,,0.415,0.15,0.7775,,0.1415,0.33,
4184,,,0.425,,0.768,,,0.26,16.0
4185,,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9.0
4186,,0.55,0.44,0.15,0.8945,0.3145,,0.32,
4187,F,0.525,0.38,,0.6065,,0.1475,0.21,14.0
4188,M,0.43,,0.11,,0.1675,0.081,,10.0
4189,M,0.49,0.38,0.135,0.5415,0.2175,0.095,,11.0
4190,,0.535,0.405,0.145,0.6845,,,0.205,10.0
4191,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10.0
4192,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12.0
4193,I,,0.28,0.085,0.2905,0.095,0.0395,0.115,7.0
4194,F,,,0.1,0.451,0.188,0.087,0.13,
4195,M,,0.295,0.08,0.2555,0.097,,0.1,
4196,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9.0
4197,M,,0.28,,0.2455,0.0955,,0.075,11.0
4198,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10.0
4199,F,0.565,0.44,,0.9395,0.4275,0.214,0.27,12.0
4200,F,0.55,0.415,0.135,0.7635,0.318,0.21,,
4201,F,,0.48,0.165,1.1615,0.513,0.301,0.305,10.0
4202,F,0.56,0.44,0.14,0.9285,0.3825,0.188,,11.0
4203,F,,0.45,0.185,0.9955,0.3945,,0.285,11.0
4204,M,,,,0.931,0.356,0.234,,12.0
4205,,0.605,0.475,0.18,,,0.219,0.295,15.0
4206,,0.575,0.425,0.14,,0.393,0.227,0.2,11.0
4207,M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10.0
4208,F,0.68,0.56,,1.639,0.6055,0.2805,0.46,15.0
4209,M,,0.525,0.165,1.338,0.5515,0.3575,0.35,18.0
4210,F,0.68,,0.175,1.798,0.815,0.3925,0.455,19.0
4211,F,0.705,0.55,0.2,,0.633,0.4115,,13.0
4212,M,0.465,0.355,0.105,0.4795,,,0.125,8.0
4213,F,0.54,0.475,,1.217,,,0.34,16.0
4214,,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8.0
4215,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11.0
4216,M,,0.29,,0.3275,0.134,0.086,0.09,9.0
4217,F,0.45,0.335,0.105,0.425,,0.091,0.115,9.0
4218,F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14.0
4219,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,
4220,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5.0
4221,I,,0.15,0.05,0.042,0.0175,0.0125,0.015,4.0
4222,,0.39,0.295,0.095,0.203,,0.045,0.075,7.0
4223,M,0.47,0.37,0.12,0.5795,0.293,0.227,,9.0
4224,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7.0
4225,I,0.325,,0.07,,0.0755,,0.045,6.0
4226,F,0.525,0.425,0.16,0.8355,,0.2135,,9.0
4227,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8.0
4228,,,,0.095,0.303,0.1335,0.06,,
4229,M,0.485,0.36,,0.5415,,0.096,0.16,
4230,F,0.47,,0.12,0.4775,,0.1055,0.15,10.0
4231,M,,0.31,0.1,0.385,0.173,0.0915,0.11,7.0
4232,F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8.0
4233,M,,0.35,0.12,,0.192,0.0955,,8.0
4234,M,,0.385,0.135,0.5895,0.2765,0.12,0.17,8.0
4235,I,,0.19,0.06,0.086,0.042,0.014,0.025,4.0
4236,F,0.505,0.4,0.125,0.583,,0.13,,7.0
4237,M,,,0.105,0.4115,0.18,0.1125,0.135,7.0
4238,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,
4239,F,0.53,,0.13,0.6965,0.302,0.1935,0.2,10.0
4240,M,,0.325,0.095,0.3785,0.1705,0.08,0.1,
4241,M,0.52,0.4,0.12,0.58,,,,8.0
4242,M,0.475,0.355,0.12,0.48,0.234,0.1015,,8.0
4243,F,0.565,,0.16,0.915,,0.1935,0.32,12.0
4244,F,0.595,0.495,0.185,1.285,0.416,0.224,,13.0
4245,F,,0.39,0.12,0.5305,0.2135,0.1155,0.17,10.0
4246,I,0.31,0.235,,,,0.0405,0.045,
4247,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13.0
4248,F,0.4,0.32,0.11,,0.1405,,0.1,8.0
4249,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20.0
4250,M,0.57,,0.175,1.185,0.474,,,11.0
4251,F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13.0
4252,F,0.6,0.475,,1.0075,0.4425,,0.28,15.0
4253,,,,0.14,0.944,0.3625,0.189,0.315,9.0
4254,F,0.6,0.47,0.15,,,,0.305,10.0
4255,F,,0.425,,,0.282,0.1595,0.285,11.0
4256,,,,0.17,1.1025,0.4695,0.2355,0.345,14.0
4257,F,0.575,0.445,0.14,0.941,0.3845,,,9.0
4258,M,0.62,0.51,0.175,1.615,0.5105,,0.675,12.0
4259,,,0.425,0.165,,0.396,,0.32,16.0
4260,M,0.595,0.475,0.16,1.3175,0.408,,0.58,21.0
4261,M,,0.45,0.14,,0.38,0.216,0.36,
4262,F,,0.465,0.18,1.295,0.339,,0.44,12.0
4263,M,,0.465,0.14,1.195,0.4825,,0.4,13.0
4264,M,0.56,0.44,0.16,,0.3305,0.2075,0.26,10.0
4265,F,0.46,0.355,,0.517,0.2205,,0.165,9.0
4266,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12.0
4267,M,,0.425,0.135,0.8115,0.341,0.1675,0.255,15.0
4268,M,0.555,0.44,,0.755,,0.1525,0.26,
4269,M,0.595,0.465,0.175,1.115,0.4015,,,13.0
4270,F,0.625,0.495,0.165,,0.507,0.318,,10.0
4271,,0.695,0.56,0.19,1.494,,0.3425,0.485,15.0
4272,M,0.665,0.535,,1.606,0.5755,,0.48,14.0
4273,M,,0.435,,0.725,0.269,0.1385,0.25,9.0
4274,M,0.47,0.375,,0.523,0.214,0.132,0.145,8.0
4275,,,0.37,0.13,0.5225,0.201,,0.165,7.0
4276,F,0.475,0.375,,0.5785,,0.085,0.155,10.0
4277,I,0.36,0.265,0.095,0.2315,,0.046,0.075,7.0
4278,M,,0.435,0.145,,0.328,0.1915,0.255,15.0
4279,M,,,0.16,,0.316,,0.335,15.0
4280,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10.0
4281,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12.0
4282,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,
4283,F,0.545,0.43,0.165,0.802,,0.183,0.28,11.0
4284,,0.5,0.4,,0.6675,0.261,0.1315,0.22,10.0
4285,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9.0
4286,F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,
4287,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,
4288,M,0.465,0.36,0.105,0.431,,0.107,0.175,9.0
4289,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,,9.0
4290,M,0.425,,0.105,0.393,0.13,0.063,,
4291,F,0.545,0.41,,0.6935,,0.146,0.21,11.0
4292,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11.0
4293,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,
4294,M,0.44,,0.105,0.402,0.1305,,0.165,10.0
4295,,0.56,,0.15,0.8825,0.3465,,,9.0
4296,M,0.405,,0.085,0.2605,0.1145,0.0595,0.085,8.0
4297,F,0.47,0.365,,,,,0.14,9.0
4298,,,0.295,,0.2535,0.103,0.0575,,
4299,F,,0.425,0.14,0.766,0.304,0.1725,0.255,14.0
4300,M,0.37,,0.075,0.214,0.09,0.051,,6.0
4301,I,0.36,0.28,0.08,0.1755,0.081,0.0505,,6.0
4302,I,,0.195,0.06,,0.0285,0.0235,,5.0
4303,I,0.375,0.275,0.09,0.238,0.1075,0.0545,,
4304,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8.0
4305,,0.7,0.535,,1.7255,0.63,,0.54,19.0
4306,M,0.71,0.54,0.165,,0.7665,,0.78,18.0
4307,M,,0.48,0.165,1.262,0.4835,0.283,0.41,17.0
4308,F,,0.35,,0.4035,0.175,0.063,0.129,9.0
4309,,0.325,0.26,0.09,,0.085,0.036,0.062,7.0
4310,I,,0.26,0.095,0.211,0.086,0.056,0.068,7.0
4311,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7.0
4312,F,,0.33,0.115,0.406,0.1635,0.081,,8.0
4313,F,0.305,,0.08,0.156,0.0675,0.0345,0.048,7.0
4314,M,0.345,0.255,,,0.094,0.0295,0.063,
4315,F,,0.325,0.11,0.3555,0.151,0.063,,9.0
4316,M,0.375,0.285,0.095,0.253,0.096,0.0575,,9.0
4317,F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10.0
4318,,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10.0
4319,M,0.65,0.52,0.19,1.3445,0.519,0.306,,
4320,M,,0.455,0.155,,0.34,0.19,0.2425,11.0
4321,M,0.475,0.375,0.13,,0.2075,0.1165,0.17,10.0
4322,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10.0
4323,M,0.46,0.35,0.12,0.515,0.224,0.108,,10.0
4324,,0.28,0.205,0.08,0.127,,0.039,0.042,9.0
4325,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,,
4326,I,0.17,0.13,,0.03,0.013,0.008,,4.0
4327,M,0.59,0.475,0.145,1.053,,0.262,0.325,15.0
4328,F,0.605,,0.185,1.1185,0.469,0.2585,0.335,
4329,,0.635,0.515,0.19,1.3715,,,0.45,
4330,,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10.0
4331,,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,
4332,M,0.515,0.405,,,0.32,0.131,0.21,10.0
4333,F,0.575,0.46,0.19,0.994,0.392,0.2425,,13.0
4334,M,0.645,0.485,0.215,1.514,,0.2615,0.635,
4335,F,0.58,0.455,0.17,0.9075,0.374,,,13.0
4336,F,0.575,0.46,,1.124,0.2985,0.1785,0.44,13.0
4337,M,0.605,,,1.056,0.4215,0.2475,0.34,13.0
4338,,0.605,,0.16,1.222,0.53,,0.28,13.0
4339,M,0.61,,0.175,,0.544,0.297,0.345,
4340,,0.725,,0.21,,0.65,0.398,,18.0
4341,,0.65,0.545,0.23,,0.5605,0.2895,0.815,16.0
4342,,,0.57,0.19,2.55,1.0705,0.483,,14.0
4343,F,0.725,0.575,,2.124,0.765,0.4515,0.85,20.0
4344,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20.0
4345,M,0.705,,,,,,0.76,14.0
4346,F,0.68,0.515,0.175,1.6185,0.5125,0.409,,12.0
4347,,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14.0
4348,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7.0
4349,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8.0
4350,,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8.0
4351,I,,0.16,0.04,0.048,0.0185,,0.015,5.0
4352,I,0.36,,0.09,0.1785,0.0645,,0.075,7.0
4353,I,0.315,0.21,,0.125,0.06,0.0375,0.035,5.0
4354,,0.315,0.245,,,0.053,0.0475,0.05,8.0
4355,I,0.225,0.16,,,0.025,0.015,,4.0
4356,,0.58,,,0.97,0.385,0.2165,0.35,11.0
4357,M,,0.48,0.18,0.9395,0.399,0.2,0.295,14.0
4358,M,0.64,0.51,0.175,1.368,,0.266,0.57,21.0
4359,F,,0.45,0.16,1.0235,0.429,0.268,0.3,10.0
4360,F,0.62,0.475,,1.0165,0.4355,0.214,0.325,10.0
4361,,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12.0
4362,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13.0
4363,,,,,1.0525,0.392,0.336,,12.0
4364,F,0.63,0.5,0.185,1.383,,0.3315,,
4365,,0.63,0.48,0.16,1.199,0.5265,,0.315,11.0
4366,F,0.585,,0.17,0.9325,0.365,0.271,0.29,9.0
4367,M,,0.48,0.18,1.1595,0.4845,0.2165,0.325,13.0
4368,M,0.61,0.485,0.17,1.0225,0.419,,0.36,12.0
4369,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14.0
4370,I,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8.0
4371,F,0.51,0.4,0.14,0.8145,,0.1965,0.195,10.0
4372,M,,0.405,0.155,0.772,,0.1535,0.245,12.0
4373,F,,0.41,,0.644,0.285,0.145,0.21,11.0
4374,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,,16.0
4375,M,,0.45,0.16,0.922,0.432,0.178,0.26,15.0
4376,M,0.585,0.46,,0.922,0.3635,0.213,0.285,
4377,F,0.45,0.345,0.12,,0.1655,0.095,,
4378,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,
4379,F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12.0
4380,F,0.53,,0.17,0.8155,0.2985,0.155,0.275,13.0
4381,M,0.42,,0.115,0.369,0.171,,0.12,8.0
4382,F,0.44,0.34,0.14,0.482,0.186,,0.16,9.0
4383,I,0.4,0.3,0.11,0.315,0.109,,,9.0
4384,I,0.435,,0.11,0.3795,,0.085,0.12,8.0
4385,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,,13.0
4386,I,0.37,0.28,,,0.122,0.052,0.08,7.0
4387,F,0.49,0.365,,0.6345,0.1995,0.1625,0.22,10.0
4388,M,0.335,0.25,0.09,0.181,0.0755,,,7.0
4389,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12.0
4390,M,0.5,0.405,0.14,0.6155,0.241,0.1355,,9.0
4391,F,0.485,0.395,,0.66,0.2475,,0.235,14.0
4392,M,0.55,0.405,0.14,,,0.1635,0.255,10.0
4393,,0.45,0.35,0.13,0.46,,0.111,,
4394,,0.405,0.3,0.12,0.324,,,,7.0
4395,,0.47,0.36,0.135,0.501,,0.115,0.165,
4396,F,0.415,0.305,0.13,0.32,,0.0755,0.105,8.0
4397,F,0.445,,0.125,,0.1785,0.1125,0.14,9.0
4398,,,0.35,0.145,0.5175,0.187,0.1235,0.18,11.0
4399,F,0.49,,,0.5755,0.22,0.144,0.19,
4400,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,
4401,,0.425,0.38,,,0.1285,0.0785,0.1,
4402,F,0.5,0.37,0.135,,0.1715,0.1055,0.155,9.0
4403,F,0.39,0.29,,0.3055,0.121,,0.09,7.0
4404,I,0.365,0.27,0.085,,0.078,0.0485,0.07,
4405,F,0.58,,0.165,1.1015,0.404,0.2095,0.35,11.0
4406,F,0.53,0.415,0.16,,,0.158,0.245,
4407,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13.0
4408,M,0.565,,,,0.31,0.193,0.325,14.0
4409,M,,0.505,0.215,,0.496,0.287,0.435,22.0
4410,I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7.0
4411,I,0.44,0.35,0.135,,0.1815,0.083,0.125,12.0
4412,I,,,0.08,0.124,0.0485,0.032,0.04,
4413,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,
4414,I,0.13,0.1,,,,,0.004,3.0
4415,I,0.11,0.09,0.03,0.008,,,,3.0
4416,I,0.16,0.12,,0.021,0.0075,0.0045,0.005,5.0
4417,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17.0
4418,,,0.2,,,0.034,0.0245,0.035,5.0
4419,I,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,
4420,I,0.3,,0.08,0.1275,,0.0265,0.04,8.0
4421,I,0.33,0.255,0.085,,0.063,,0.06,8.0
4422,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10.0
4423,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13.0
4424,I,0.36,,0.085,0.1975,0.0745,,0.07,9.0
4425,I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,
4426,,,0.27,0.11,,0.082,0.0545,0.07,7.0
4427,I,0.33,0.25,0.105,,0.0655,0.035,0.06,7.0
4428,,0.59,0.47,0.18,1.1235,,,0.36,13.0
4429,,0.595,0.455,0.155,1.0605,0.5135,,0.3,12.0
4430,F,,0.46,0.185,1.094,,0.217,0.345,15.0
4431,M,,0.495,,1.2415,,0.2775,0.34,15.0
4432,M,0.56,0.45,,1.011,,0.2065,0.37,
4433,M,0.56,0.45,0.185,,0.3805,0.175,,19.0
4434,,0.545,,0.16,0.8975,0.341,0.1655,,10.0
4435,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15.0
4436,F,0.59,0.475,0.16,1.1015,0.4775,0.2555,,13.0
4437,,0.54,0.475,0.155,0.928,,0.194,0.26,11.0
4438,,0.57,0.44,,,,0.1725,,12.0
4439,,0.53,0.42,0.165,,,0.239,0.245,11.0
4440,,0.245,0.195,0.06,0.095,0.0445,,,
4441,M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,
4442,F,0.46,0.38,0.13,0.639,0.3,,,11.0
4443,M,,0.45,0.15,0.895,0.3615,0.186,,14.0
4444,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,
4445,M,0.47,0.39,0.15,,0.2185,0.0885,,
4446,,0.45,0.36,0.125,0.4995,,0.1,,13.0
4447,,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22.0
4448,M,0.59,0.5,0.2,,0.412,0.2705,0.37,
4449,M,0.62,,0.205,1.219,0.3875,0.2505,0.385,
4450,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15.0
4451,,,0.515,,1.259,0.4105,0.197,0.41,13.0
4452,M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,
4453,F,,0.53,0.185,,0.493,,0.49,12.0
4454,M,,0.5,0.24,,,0.3345,0.69,18.0
4455,M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20.0
4456,F,0.515,0.425,0.135,0.712,0.2665,0.1605,,11.0
4457,,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15.0
4458,,,0.285,0.105,0.2415,,,0.075,
4459,F,0.455,,,0.4495,0.177,0.104,0.15,9.0
4460,M,0.485,0.395,0.14,0.6295,0.2285,0.127,,
4461,,0.515,0.38,0.175,0.9565,,0.158,0.31,14.0
4462,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10.0
4463,M,0.53,,0.155,,0.288,0.1595,0.205,10.0
4464,,0.495,0.4,,0.6445,0.242,0.1325,0.205,17.0
4465,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9.0
4466,F,0.535,,0.16,0.8105,0.3155,,0.24,
4467,M,,0.435,0.18,0.996,0.3835,0.226,0.325,17.0
4468,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12.0
4469,M,0.61,0.475,0.165,1.116,,0.2205,,15.0
4470,F,0.565,0.455,0.175,1.013,0.342,0.207,,19.0
4471,,0.6,0.495,0.195,1.0575,0.384,0.19,,26.0
4472,I,0.295,0.215,0.085,0.128,,0.034,0.04,6.0
4473,,,,0.075,0.1105,,0.0285,0.035,6.0
4474,I,,0.21,0.085,,0.039,,0.03,
4475,M,0.49,0.395,0.14,0.549,0.2215,0.1275,,11.0
4476,M,0.37,0.28,,0.234,0.0905,0.0585,0.075,
4477,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,,
4478,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13.0
4479,M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8.0
4480,M,0.36,0.27,0.1,0.217,,,,6.0
4481,F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10.0
4482,I,0.2,0.145,0.06,0.037,,0.0095,,4.0
4483,I,0.165,0.12,0.03,,0.007,0.005,0.005,3.0
4484,M,,0.515,,,0.471,0.369,0.535,13.0
4485,M,0.55,0.41,0.125,0.7605,,0.1635,0.195,
4486,,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10.0
4487,,0.63,0.485,,1.2435,0.4635,0.3055,0.39,21.0
4488,M,0.56,0.44,,0.971,0.443,,0.265,14.0
4489,M,0.595,0.455,0.195,1.3305,,0.3235,,19.0
4490,F,0.62,0.47,0.2,1.2255,,0.27,0.435,23.0
4491,,0.63,,,,0.4335,0.2945,0.46,23.0
4492,I,0.45,0.355,0.11,0.4585,,0.067,0.14,8.0
4493,F,,0.535,0.19,1.242,0.576,0.2475,0.39,14.0
4494,M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,
4495,F,,0.455,0.155,0.8365,0.315,0.1385,0.32,18.0
4496,I,,0.255,0.095,0.172,0.066,0.0255,0.06,
4497,I,0.265,0.21,0.06,0.0965,0.0425,0.022,,5.0
4498,I,0.19,0.145,,0.038,,0.0065,0.015,4.0
4499,,,0.31,0.1,,0.1065,0.075,0.1,11.0
4500,I,,0.205,0.07,,0.039,0.041,0.035,5.0
4501,M,,0.265,0.105,0.222,0.0935,0.056,0.075,7.0
4502,I,0.355,0.275,0.09,,,,,7.0
4503,I,0.32,0.255,0.1,0.1755,0.073,0.0415,,
4504,,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12.0
4505,,0.36,0.295,0.105,0.241,0.0865,,0.095,8.0
4506,,0.36,,0.09,,0.0885,0.04,0.09,8.0
4507,M,0.5,0.38,0.155,,0.2135,0.161,0.2,
4508,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8.0
4509,I,,0.22,0.08,,,0.042,0.035,5.0
4510,I,0.235,,0.04,0.0705,0.0335,0.015,0.02,5.0
4511,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16.0
4512,M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11.0
4513,M,0.6,,0.19,1.0875,,0.2655,0.325,
4514,M,0.59,,0.185,1.283,0.473,0.276,0.425,16.0
4515,M,0.62,0.475,0.185,1.325,,0.325,0.33,13.0
4516,,,0.45,0.195,1.0035,0.406,0.2505,0.285,15.0
4517,M,0.575,0.455,0.145,1.165,0.581,,0.3,14.0
4518,F,0.62,,0.205,,0.4775,0.2565,0.48,14.0
4519,M,0.62,0.465,,1.274,0.579,0.3065,0.32,12.0
4520,F,,0.375,0.18,0.568,0.2325,,0.17,12.0
4521,F,0.46,0.425,0.155,0.746,0.3005,,0.24,8.0
4522,M,0.49,0.39,0.14,0.707,,0.2185,0.18,
4523,F,0.525,0.42,0.16,0.756,0.2745,,0.275,9.0
4524,,,,0.08,0.2,0.08,0.0555,0.055,6.0
4525,,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8.0
4526,M,0.61,0.48,0.15,,,,0.28,14.0
4527,,0.61,0.495,,1.153,0.536,0.2905,0.245,
4528,F,0.585,0.45,,0.8685,0.3325,,0.27,22.0
4529,M,0.57,0.46,0.14,,,0.2065,0.245,12.0
4530,M,,0.455,,0.93,0.408,0.259,,9.0
4531,M,0.635,0.515,0.17,,0.509,0.286,,16.0
4532,M,,0.58,,2.13,,0.49,0.58,20.0
4533,,0.675,0.525,0.185,1.587,0.6935,,0.395,13.0
4534,F,,0.525,0.19,1.8085,0.7035,0.3885,0.395,18.0
4535,,0.745,0.585,,,0.9265,0.472,0.7,17.0
4536,F,0.685,0.545,0.18,1.768,0.7495,,0.485,16.0
4537,M,,0.49,0.18,1.227,0.48,,0.35,
4538,F,0.59,0.465,0.15,0.997,0.392,0.246,,12.0
4539,F,,,0.175,1.4225,0.61,0.2995,0.445,20.0
4540,F,0.6,0.48,0.15,,0.4085,0.2705,0.295,
4541,F,0.62,,0.175,1.186,0.4985,0.3015,0.35,
4542,M,,0.515,,1.016,0.4215,0.244,0.355,19.0
4543,M,,0.465,,0.887,0.4405,0.1655,0.265,11.0
4544,F,0.58,0.455,0.12,,0.479,0.2735,0.265,
4545,M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12.0
4546,F,0.69,0.56,0.215,,0.68,0.299,,17.0
4547,,0.65,0.545,0.165,1.566,0.6645,0.3455,,16.0
4548,F,0.66,0.565,0.195,1.7605,,0.3265,0.5,16.0
4549,F,0.68,0.58,0.2,1.787,0.585,0.453,,19.0
4550,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14.0
4551,M,0.685,0.52,,1.343,0.4635,0.292,,
4552,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,
4553,M,,0.49,0.19,1.1775,,0.3365,0.285,
4554,,,0.45,0.16,1.077,0.4995,,,10.0
4555,,0.565,0.465,,0.995,,0.183,0.37,15.0
4556,F,0.61,,0.185,,,0.3135,0.33,12.0
4557,M,,0.47,0.18,1.1405,0.3755,0.2805,0.385,15.0
4558,M,0.535,0.42,0.145,,0.33,0.189,0.25,
4559,M,,0.4,0.135,0.663,0.313,0.137,,10.0
4560,M,0.47,,0.12,,0.226,0.122,0.195,12.0
4561,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10.0
4562,,0.455,,0.105,0.4925,0.216,0.1245,0.135,9.0
4563,M,0.54,0.42,0.155,,0.3515,,0.215,
4564,,,0.38,0.135,0.482,0.207,0.1225,0.145,10.0
4565,,0.49,,,0.609,,0.1435,0.22,
4566,,0.465,0.375,0.12,0.471,0.222,,0.14,9.0
4567,I,0.415,0.325,0.1,0.3215,,0.0595,0.105,
4568,M,0.475,,0.125,0.593,0.277,0.115,,10.0
4569,F,0.47,,0.125,0.5615,0.252,0.137,0.18,10.0
4570,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9.0
4571,,0.345,,0.095,0.1995,0.0755,,,6.0
4572,I,0.39,,0.1,0.302,0.116,,0.115,11.0
4573,F,0.5,0.395,0.14,0.7155,0.3165,0.176,,10.0
4574,M,0.47,0.38,0.145,,,0.144,,
4575,M,0.535,,0.15,,0.256,0.139,0.26,12.0
4576,M,0.585,,0.15,0.987,0.4355,0.2075,,11.0
4577,,,0.365,0.12,0.5885,0.27,0.131,0.175,9.0
